kms_driven,owner,age,power,brand,actual_price,predicted_price
11898.0,1,5.0,135.0,7.0,42000.0,41144.5
50444.0,1,10.0,150.0,6.0,20500.0,24392.0
50000.0,1,9.0,125.0,7.0,33000.0,26152.0
31500.0,3,14.0,200.0,7.0,33000.0,21841.93
1650.0,1,2.0,350.0,2.0,155000.0,157457.0
10721.0,1,6.0,100.0,6.0,25000.0,35990.0
28000.0,1,9.0,350.0,2.0,60000.0,88936.0
20000.0,1,5.0,100.0,6.0,40000.0,28813.3
25000.0,1,7.0,350.0,2.0,70000.0,96809.5
7421.0,1,3.0,160.0,1.0,65000.0,70580.0
16017.0,1,5.0,160.0,5.0,45000.0,58829.0
9282.0,1,7.0,500.0,2.0,114000.0,105024.58
23799.0,1,15.0,350.0,2.0,75000.0,78250.0
18168.0,1,7.0,100.0,6.0,30000.0,27105.0
48568.0,2,10.0,223.0,6.0,31500.0,29741.0
9463.0,1,4.0,250.0,4.0,110000.0,92106.32
30000.0,1,10.0,100.0,6.0,18000.0,23351.1
15001.0,1,8.0,100.0,7.0,19000.0,23231.99
25362.0,2,6.0,500.0,2.0,116900.0,135015.0
15500.0,1,5.0,150.0,8.0,70000.0,61069.52
50000.0,1,8.0,150.0,6.0,35000.0,26105.31
35408.0,2,14.0,160.0,1.0,18000.0,19811.93666666667
3450.0,1,4.0,220.0,7.0,76000.0,68580.0
32458.0,1,11.0,150.0,7.0,17000.0,21597.0
18000.0,1,4.0,100.0,6.0,55000.0,36540.0
60500.0,1,11.0,150.0,6.0,20000.0,18312.0
30000.0,1,11.0,220.0,7.0,35000.0,33751.99
33962.0,1,10.0,350.0,2.0,66778.0,69412.88
6500.0,1,2.0,650.0,2.0,270000.0,279500.0
4000.0,1,4.0,125.0,5.0,55800.0,55574.99
13333.0,1,3.0,350.0,2.0,136000.0,134282.0
14432.0,1,4.0,160.0,5.0,53000.0,63939.66
2600.0,1,4.0,150.0,7.0,66400.0,52543.33333333333
17000.0,1,7.0,150.0,5.0,50000.0,57260.0
22113.0,1,18.0,100.0,6.0,25000.0,17259.0
16229.0,1,4.0,150.0,4.0,52000.0,74346.0
32000.0,1,5.0,150.0,7.0,43000.0,42876.75
1850.0,1,2.0,110.0,7.0,48000.0,50210.72
3635.0,1,4.0,390.0,10.0,199000.0,172686.0
23000.0,1,5.0,200.0,7.0,70000.0,84987.4
16207.0,1,8.0,100.0,6.0,22000.0,23050.0
25000.0,1,7.0,100.0,7.0,24000.0,25840.0
5400.0,1,3.0,125.0,5.0,48000.0,57290.0
28000.0,1,12.0,180.0,7.0,25000.0,20399.0
16000.0,1,3.0,390.0,10.0,243100.0,198687.0
44000.0,1,6.0,220.0,7.0,46200.0,53870.0
19800.0,1,5.0,220.0,7.0,60000.0,63870.0
13797.0,1,4.0,400.0,7.0,115000.0,119359.16666666669
11500.0,1,4.0,200.0,7.0,125000.0,77226.88
17203.0,1,6.0,110.0,7.0,30000.0,27274.98
17500.0,3,6.0,800.0,12.0,615000.0,574900.0
24000.0,1,9.0,150.0,6.0,41000.0,31887.61904761905
46000.0,2,11.0,350.0,2.0,70000.0,67188.36
18000.0,1,8.0,100.0,6.0,30900.0,24545.0
17644.0,1,8.0,125.0,5.0,22500.0,29580.0
24000.0,1,7.0,390.0,10.0,120000.0,113379.33333333331
42000.0,1,10.0,135.0,7.0,18000.0,25497.49
11309.0,1,2.0,100.0,6.0,46000.0,48356.14
12500.0,1,6.0,150.0,4.0,37000.0,68598.0
20000.0,1,7.0,100.0,1.0,31000.0,23782.4
24000.0,1,5.0,220.0,7.0,58000.0,69428.0
18110.0,1,6.0,125.0,5.0,37000.0,33061.12
18000.0,1,9.0,100.0,7.0,23000.0,26835.0
15428.0,1,6.0,350.0,2.0,100000.0,120333.83333333331
12447.0,1,6.0,350.0,2.0,92000.0,118238.33333333334
3700.0,1,2.0,110.0,5.0,54000.0,50972.33333333333
10195.0,1,5.0,350.0,2.0,90000.0,130794.91666666669
8000.0,1,7.0,150.0,4.0,38000.0,66560.73
16317.0,2,5.0,350.0,2.0,96000.0,112203.33333333331
24000.0,2,6.0,390.0,10.0,145000.0,139749.0
23000.0,1,9.0,150.0,7.0,38000.0,30526.0
15000.0,1,4.0,110.0,6.0,40000.0,38630.0
4727.0,1,3.0,160.0,7.0,72300.0,75798.74
30000.0,1,9.0,100.0,6.0,24500.0,19817.55
20509.0,1,12.0,125.0,5.0,24000.0,19385.0
2963.0,1,3.0,200.0,10.0,143000.0,159184.0
9500.0,1,7.0,220.0,7.0,50000.0,63630.0
17600.0,1,7.0,500.0,2.0,135000.0,110375.0
26359.0,1,4.0,220.0,7.0,60000.0,66230.83333333333
74000.0,1,9.0,100.0,7.0,20400.0,20685.0
22295.0,1,8.0,220.0,7.0,40000.0,37844.0
17300.0,1,3.0,100.0,6.0,45000.0,40055.98
37000.0,1,8.0,150.0,5.0,45600.0,40788.583333333336
19500.0,1,5.0,180.0,1.0,70000.0,44450.0
14640.0,1,5.0,350.0,2.0,117000.0,93225.0
31100.0,1,15.0,100.0,6.0,17500.0,17554.19
10500.0,1,5.0,150.0,4.0,100000.0,70142.0
5080.0,1,4.0,110.0,5.0,40000.0,44757.0
4300.0,1,3.0,390.0,10.0,250430.0,223793.57142857145
30965.0,1,11.0,150.0,7.0,17000.0,18426.0
383.0,1,3.0,650.0,12.0,300000.0,544700.0
2791.0,1,2.0,350.0,2.0,165000.0,157990.0
7285.0,1,3.0,110.0,7.0,35000.0,39514.0
33000.0,1,7.0,135.0,7.0,45000.0,26562.0
2982.0,1,3.0,150.0,4.0,108000.0,127912.0
39211.0,1,16.0,125.0,7.0,14000.0,13894.1
27000.0,1,6.0,110.0,1.0,30000.0,27319.6
19600.0,2,5.0,410.0,2.0,150000.0,108748.75083333332
600.0,1,3.0,200.0,7.0,89000.0,120391.0
65000.0,1,17.0,350.0,2.0,50000.0,68492.0
27192.0,1,5.0,150.0,7.0,48000.0,47283.11
15000.0,1,5.0,160.0,1.0,42000.0,58736.33333333334
16016.0,1,6.0,150.0,7.0,52000.0,52617.0
1276.0,1,9.0,200.0,7.0,67500.0,55142.06
31969.0,1,4.0,100.0,7.0,27000.0,27848.5
17965.0,1,9.0,350.0,2.0,63326.0,77887.31
33632.0,1,7.0,125.0,6.0,28000.0,31435.0
30000.0,1,11.0,150.0,5.0,25000.0,39544.5
350.0,1,4.0,200.0,7.0,145000.0,129030.0
62517.0,1,13.0,100.0,6.0,13000.0,18437.99
12315.0,1,5.0,150.0,7.0,31000.0,40846.0
35000.0,1,7.0,200.0,10.0,75000.0,91669.0
27000.0,1,9.0,220.0,7.0,45000.0,43817.0
770.0,1,2.0,350.0,2.0,144700.0,161470.0
62433.0,2,7.0,100.0,6.0,23000.0,25774.0
