kms_driven,owner,age,power,brand,actual_price,predicted_price
15500.0,1,8.0,350.0,2.0,63000.0,93305.0
27000.0,1,5.0,350.0,2.0,110000.0,104667.5
14311.0,1,5.0,150.0,7.0,42000.0,49088.0
7380.0,1,5.0,220.0,7.0,84000.0,75189.88095238096
3700.0,1,6.0,500.0,2.0,130000.0,113965.0
27000.0,1,6.0,160.0,5.0,45000.0,46135.75
25108.0,1,11.0,150.0,4.0,35000.0,22291.307142857146
46700.0,1,10.0,150.0,6.0,30000.0,29811.0
28750.0,1,4.0,125.0,7.0,45000.0,35242.3
45217.0,2,7.0,220.0,7.0,35590.0,45832.0
55141.0,1,10.0,223.0,6.0,28000.0,33739.3
67569.0,1,13.0,100.0,6.0,12000.0,18981.0
32000.0,1,5.0,500.0,2.0,127000.0,108820.0
20000.0,2,4.0,150.0,4.0,80000.0,56718.99
43333.0,1,10.0,150.0,5.0,30000.0,27952.0
26146.0,1,10.0,100.0,6.0,19500.0,24921.0
39865.0,1,6.0,350.0,2.0,81000.0,93149.99380952382
46527.0,1,8.0,220.0,7.0,50000.0,42435.0
8740.0,1,6.0,150.0,5.0,90000.0,83525.91666666666
6539.0,1,3.0,160.0,1.0,56000.0,75533.0
53000.0,1,10.0,100.0,6.0,30000.0,20831.146666666664
8000.0,1,6.0,390.0,10.0,162000.0,154440.0
3983.0,1,3.0,150.0,7.0,57000.0,66920.9
6500.0,1,3.0,150.0,4.0,82800.0,76369.83333333333
28642.0,1,9.0,100.0,6.0,24000.0,23156.0
7456.0,1,3.0,180.0,7.0,80000.0,66342.43333333333
23522.0,1,5.0,100.0,1.0,24000.0,24221.666666666664
21057.0,2,5.0,500.0,2.0,125000.0,103692.0
7000.0,1,2.0,160.0,1.0,87000.0,84310.0
7200.0,1,7.0,1000.0,8.0,699000.0,1043819.99
1487.0,1,6.0,650.0,14.0,307194.0,364034.0
32702.0,1,9.0,150.0,4.0,42000.0,50361.33333333333
23705.0,1,4.0,350.0,2.0,103000.0,116647.5
15000.0,1,5.0,180.0,1.0,65000.0,58832.33333333334
8600.0,1,4.0,150.0,7.0,47000.0,48894.5
30000.0,1,11.0,110.0,7.0,20000.0,17914.0
22000.0,1,6.0,150.0,7.0,45000.0,40299.29761904762
77000.0,2,7.0,220.0,7.0,38000.0,48613.12
100000.0,1,18.0,150.0,7.0,6400.0,14520.0
2100.0,1,3.0,180.0,1.0,73000.0,70723.0
35000.0,1,6.0,100.0,6.0,38000.0,27260.0
8759.0,1,3.0,200.0,7.0,81000.0,106395.0
37000.0,1,6.0,110.0,6.0,35000.0,34739.0
33000.0,1,8.0,200.0,10.0,78000.0,91969.79
20000.0,1,9.0,350.0,2.0,75000.0,67136.26
31336.0,1,9.0,150.0,8.0,27000.0,23695.0
81000.0,1,17.0,150.0,7.0,6700.0,12247.0
27836.0,1,4.0,150.0,7.0,33000.0,49793.75
33505.0,1,3.0,100.0,7.0,35000.0,29768.5
19380.0,1,5.0,220.0,7.0,62000.0,61320.0
22000.0,2,12.0,150.0,7.0,18000.0,19264.78
27000.0,2,7.0,350.0,2.0,75000.0,83556.0
25000.0,1,10.0,350.0,2.0,100000.0,75645.5
12000.0,1,8.0,150.0,6.0,35000.0,47224.0
9817.0,1,3.0,100.0,6.0,42000.0,45266.06666666667
14500.0,1,6.0,150.0,7.0,55000.0,49973.76666666667
3545.0,1,8.0,500.0,2.0,108400.0,103171.95
10000.0,1,2.0,200.0,1.0,108500.0,81762.74
17000.0,1,4.0,150.0,4.0,90000.0,70304.0
12000.0,1,4.0,150.0,7.0,42000.0,50932.06666666667
17426.0,1,5.0,350.0,2.0,92000.0,112265.16666666666
60095.0,2,14.0,350.0,2.0,70000.0,63835.16
8089.0,1,5.0,150.0,7.0,56000.0,58341.33333333334
10194.0,1,6.0,650.0,14.0,326000.0,332561.04
14118.0,1,3.0,100.0,7.0,32000.0,33237.37
50000.0,1,16.0,100.0,7.0,9000.0,15350.14
22444.0,1,4.0,410.0,2.0,135000.0,127991.0
25800.0,1,4.0,800.0,3.0,1200000.0,1025990.0
30000.0,2,9.0,100.0,6.0,23500.0,22227.45
16000.0,1,6.0,200.0,10.0,130000.0,102751.44
19071.0,1,9.0,100.0,6.0,20000.0,25047.5
11424.0,1,5.0,150.0,4.0,76000.0,73080.0
11237.0,1,9.0,100.0,6.0,27000.0,24650.0
3450.0,1,3.0,750.0,15.0,588200.0,470684.0
24990.0,1,8.0,125.0,5.0,28000.0,25207.470000000005
58464.0,1,7.0,150.0,7.0,35000.0,34704.21
75000.0,1,8.0,150.0,7.0,40000.0,26342.9
22000.0,1,12.0,125.0,4.0,18000.0,20308.0
5000.0,1,2.0,500.0,2.0,181200.0,184138.17333333337
17962.0,1,5.0,220.0,7.0,60000.0,56330.0
45000.0,1,11.0,110.0,5.0,16500.0,22346.833333333336
233011.0,2,4.0,250.0,5.0,106000.0,107130.0
21000.0,1,6.0,150.0,4.0,49000.0,58159.98
36500.0,1,13.0,180.0,7.0,16000.0,20218.303333333333
16787.0,1,14.0,125.0,6.0,19000.0,17677.0
25639.0,1,9.0,110.0,1.0,28000.0,22925.0
31586.0,1,8.0,150.0,4.0,28000.0,32772.13333333333
9119.0,1,5.0,200.0,7.0,110000.0,102151.65
84186.0,1,16.0,125.0,6.0,15600.0,16219.79
22697.0,1,7.0,125.0,8.0,32000.0,23294.0
48000.0,1,5.0,350.0,2.0,100500.0,123324.0
22400.0,1,5.0,150.0,4.0,73800.0,66628.66666666667
14000.0,1,4.0,110.0,6.0,38000.0,42876.99
23266.0,1,9.0,150.0,7.0,28000.0,29804.285714285714
10000.0,2,6.0,650.0,5.0,440000.0,442404.54
10613.0,1,8.0,350.0,2.0,63000.0,88350.0
2881.0,1,7.0,250.0,14.0,140000.0,208483.5
14000.0,1,3.0,150.0,4.0,73000.0,125840.0
16658.0,1,6.0,150.0,4.0,73000.0,57626.0
23500.0,1,6.0,500.0,2.0,120000.0,121982.0
13431.0,1,6.0,350.0,2.0,99000.0,99667.08333333334
18000.0,1,5.0,500.0,2.0,165073.0,130640.0
30000.0,1,10.0,150.0,7.0,25000.0,22147.583333333336
14672.0,1,4.0,250.0,4.0,75000.0,114525.0
9063.0,1,10.0,100.0,6.0,22000.0,22973.0
17604.0,1,12.0,100.0,6.0,14500.0,18863.0
34400.0,1,5.0,160.0,1.0,40000.0,47367.0
33767.0,1,4.0,110.0,1.0,32000.0,30742.0
9236.0,1,4.0,200.0,7.0,120000.0,90972.25
11381.0,1,7.0,100.0,6.0,22000.0,29550.666666666664
17000.0,1,5.0,350.0,2.0,100000.0,105536.0
12580.0,1,6.0,125.0,6.0,27000.0,35202.31
15000.0,1,4.0,220.0,7.0,67700.0,74353.0
15200.0,1,6.0,220.0,7.0,65000.0,55261.39206349207
18563.0,1,14.0,150.0,6.0,15000.0,23363.756666666668
40826.0,1,8.0,150.0,4.0,38000.0,32053.0
15982.0,1,8.0,125.0,6.0,30000.0,25290.0
34968.0,1,14.0,150.0,6.0,11900.0,20756.81
100000.0,1,19.0,350.0,2.0,100000.0,52025.0
15451.0,1,8.0,100.0,6.0,24000.0,26415.0
11200.0,1,3.0,150.0,8.0,75400.0,85815.48
6867.0,1,5.0,500.0,2.0,105000.0,152164.96
21062.0,1,10.0,135.0,7.0,21000.0,21801.0
36000.0,1,5.0,150.0,6.0,43000.0,39460.0
27428.0,1,7.0,200.0,10.0,80000.0,95737.0
61129.0,1,5.0,350.0,2.0,90000.0,107527.0
14000.0,2,4.0,400.0,7.0,130000.0,111581.86166666668
29000.0,1,5.0,110.0,5.0,39900.0,32890.0
20783.0,1,6.0,350.0,2.0,120000.0,93934.9761904762
24184.0,1,15.0,100.0,7.0,14800.0,17998.0
70000.0,1,13.0,150.0,7.0,15000.0,24075.93
11300.0,1,5.0,200.0,10.0,128700.0,120818.0
9300.0,1,4.0,150.0,7.0,65000.0,53080.0
38000.0,1,4.0,160.0,5.0,70000.0,62161.7
15500.0,1,6.0,200.0,10.0,98600.0,107657.16
5432.0,1,2.0,310.0,1.0,220000.0,199770.0
13560.0,1,4.0,350.0,2.0,120000.0,108823.33333333334
4500.0,1,5.0,390.0,10.0,190000.0,178694.66666666663
40000.0,2,6.0,200.0,7.0,42000.0,57891.70000000001
27240.0,2,7.0,390.0,10.0,110000.0,113715.16666666669
11400.0,1,6.0,200.0,7.0,95000.0,70332.75
19800.0,1,8.0,110.0,5.0,22800.0,26544.39
19976.0,1,11.0,100.0,6.0,30000.0,21270.8
23599.0,1,6.0,160.0,1.0,35000.0,48928.0
23850.0,1,11.0,150.0,4.0,25000.0,29165.25
43358.0,1,10.0,100.0,6.0,20000.0,21155.0
12525.0,1,8.0,100.0,6.0,34000.0,28014.98
45000.0,1,6.0,150.0,8.0,45000.0,45459.0
14000.0,1,5.0,150.0,8.0,50000.0,62777.10904761904
28411.0,1,7.0,500.0,2.0,70000.0,111965.20666666668
14854.0,1,7.0,150.0,4.0,70000.0,52209.66666666666
5100.0,1,2.0,390.0,10.0,210000.0,209124.0
21900.0,1,3.0,400.0,7.0,135000.0,141340.0
29407.0,1,11.0,100.0,6.0,24500.0,17721.5
42000.0,1,8.0,220.0,7.0,40000.0,44114.50833333334
2550.0,1,2.0,220.0,7.0,110000.0,94799.0
8500.0,1,5.0,650.0,12.0,415000.0,470465.33
1500.0,1,5.0,750.0,15.0,445600.0,462630.0
18000.0,1,5.0,160.0,1.0,45000.0,47860.0
4000.0,1,5.0,200.0,7.0,113500.0,89605.0
56000.0,1,10.0,150.0,7.0,18600.0,20100.0
10386.0,1,4.0,220.0,7.0,68000.0,70645.0
69758.0,2,11.0,100.0,6.0,18000.0,16079.0
10000.0,1,3.0,150.0,4.0,90000.0,86258.15357142859
35710.0,1,8.0,125.0,5.0,21000.0,25731.29333333333
16432.0,1,3.0,100.0,6.0,35000.0,46131.96
17000.0,1,3.0,250.0,4.0,133500.0,98000.0
26000.0,1,7.0,350.0,2.0,115000.0,99478.0
36000.0,1,15.0,350.0,2.0,81865.0,63823.38
14992.0,1,8.0,110.0,5.0,35000.0,26235.99
41007.0,1,8.0,250.0,5.0,75000.0,82053.68428571429
8500.0,1,3.0,400.0,7.0,130000.0,160108.0
5200.0,1,6.0,500.0,2.0,150000.0,117817.12
7734.0,1,4.0,200.0,7.0,101697.0,77959.0
25000.0,1,9.0,150.0,4.0,69000.0,38193.049999999996
10800.0,1,4.0,125.0,5.0,51000.0,42399.58
84644.0,1,10.0,125.0,7.0,25000.0,19438.0
23500.0,1,6.0,110.0,6.0,25000.0,32808.5
18857.0,1,8.0,125.0,6.0,24000.0,28749.79
19927.0,1,7.0,350.0,2.0,69500.0,88253.0
38000.0,1,6.0,150.0,4.0,90000.0,54004.0
29800.0,1,4.0,180.0,1.0,53000.0,60186.87
15000.0,1,5.0,100.0,6.0,33700.0,35962.357142857145
37301.0,1,6.0,200.0,7.0,85000.0,74840.0
7230.0,1,7.0,200.0,7.0,44000.0,48876.0
14000.0,1,5.0,200.0,1.0,62000.0,71543.33333333333
12542.0,1,5.0,350.0,2.0,102000.0,113556.0
7420.0,1,6.0,150.0,8.0,65000.0,61364.0
50000.0,1,5.0,500.0,2.0,130000.0,125966.0
12561.0,1,3.0,100.0,6.0,36000.0,44402.99
46583.0,1,12.0,150.0,5.0,25000.0,25119.99
18000.0,1,3.0,150.0,7.0,47800.0,51120.0
16181.0,1,8.0,125.0,7.0,16500.0,20173.0
14268.0,1,2.0,110.0,7.0,39500.0,43262.46
19700.0,1,4.0,220.0,7.0,65000.0,59536.83333333334
46333.0,1,5.0,125.0,7.0,38000.0,27338.0
10000.0,1,4.0,100.0,7.0,43000.0,34925.0
18000.0,2,7.0,650.0,12.0,289000.0,318150.55
35000.0,1,13.0,100.0,6.0,15000.0,15942.057142857144
29200.0,1,5.0,350.0,2.0,108000.0,89150.83333333331
948.0,1,2.0,125.0,6.0,43778.0,63486.72
17000.0,1,5.0,150.0,7.0,57000.0,51124.09523809524
32644.0,1,3.0,160.0,1.0,68000.0,66085.0
19000.0,1,3.0,160.0,1.0,75000.0,75938.4
19627.0,1,2.0,150.0,8.0,89000.0,70443.52
179.0,2,5.0,200.0,7.0,90000.0,107231.0
10623.0,1,4.0,110.0,6.0,49500.0,41565.0
27922.0,1,6.0,350.0,2.0,90000.0,114230.0
54345.0,2,10.0,100.0,7.0,17500.0,17078.0
29000.0,1,11.0,223.0,6.0,24300.0,35408.99
39000.0,2,9.0,150.0,4.0,48000.0,31413.0
33232.0,1,7.0,125.0,6.0,29999.0,32884.333333333336
5610.0,1,10.0,150.0,6.0,22000.0,27676.6
6000.0,1,8.0,100.0,6.0,30000.0,20713.99
15000.0,1,8.0,125.0,7.0,28000.0,20090.0
4200.0,1,3.0,150.0,4.0,110900.0,120435.0
22317.0,1,8.0,125.0,5.0,33000.0,29599.81
16000.0,1,6.0,200.0,7.0,75000.0,88705.33333333334
18056.0,1,4.0,500.0,2.0,120000.0,132724.0
838.0,1,3.0,160.0,1.0,60000.0,77389.0
7292.0,1,4.0,350.0,2.0,125000.0,147230.0
5740.0,1,6.0,500.0,2.0,140000.0,112481.0
13000.0,1,4.0,200.0,10.0,110000.0,150978.33333333334
12000.0,1,3.0,650.0,12.0,526300.0,486680.0
32802.0,2,10.0,250.0,5.0,57000.0,67702.0
33000.0,1,12.0,125.0,5.0,28000.0,19851.333333333332
18302.0,2,4.0,220.0,7.0,70000.0,59818.5
41012.0,1,10.0,150.0,7.0,16500.0,31372.166666666664
70000.0,1,11.0,223.0,6.0,43000.0,31056.73
40000.0,1,6.0,160.0,5.0,45900.0,48994.0
9500.0,1,2.0,150.0,4.0,145000.0,78285.0
21820.0,1,6.0,350.0,2.0,85000.0,95095.0
39500.0,1,11.0,135.0,7.0,17000.0,20437.87
20494.0,1,5.0,125.0,6.0,36000.0,40592.4
55300.0,1,7.0,150.0,4.0,46728.0,39135.99
40700.0,1,12.0,220.0,7.0,29500.0,34299.64
22000.0,1,5.0,350.0,2.0,120000.0,114539.3166666667
2500.0,1,3.0,160.0,7.0,85000.0,77133.15
26379.0,1,11.0,350.0,2.0,71000.0,65692.16666666666
17000.0,1,4.0,150.0,7.0,45000.0,54958.76666666667
19687.0,1,10.0,125.0,5.0,18000.0,24008.0
25000.0,1,7.0,125.0,5.0,25600.0,22975.0
7500.0,1,3.0,390.0,10.0,200000.0,208972.2857142857
9581.0,1,5.0,150.0,7.0,37000.0,35928.78
14144.0,2,8.0,200.0,10.0,71000.0,82183.0
2607.0,1,5.0,750.0,15.0,460000.0,456230.0
60857.0,1,13.0,150.0,7.0,22000.0,20619.43
23045.0,1,9.0,350.0,2.0,75000.0,85640.9
12000.0,1,4.0,100.0,6.0,33000.0,37225.0
6903.0,1,2.0,180.0,7.0,65000.0,75061.76666666666
14200.0,1,5.0,390.0,10.0,175000.0,129340.0
11877.0,2,3.0,160.0,1.0,80000.0,81612.99
18500.0,1,5.0,150.0,7.0,62000.0,42440.0
24516.0,1,6.0,350.0,2.0,89000.0,87917.03174603176
17000.0,1,5.0,125.0,5.0,54000.0,43050.06666666667
39000.0,1,5.0,220.0,7.0,50800.0,47109.0
20000.0,1,24.0,100.0,6.0,21101.0,24930.0
10200.0,1,5.0,350.0,2.0,125000.0,130794.91666666669
15255.0,1,3.0,150.0,8.0,90000.0,70808.0
7000.0,1,4.0,350.0,2.0,140000.0,137990.0
69200.0,1,12.0,125.0,5.0,20500.0,17048.0
16023.0,1,11.0,135.0,7.0,26000.0,19270.0
50000.0,1,7.0,223.0,6.0,43198.0,44420.46666666666
8000.0,1,6.0,110.0,11.0,41000.0,50259.99
2000.0,1,5.0,410.0,2.0,155000.0,161296.0
19081.0,1,12.0,110.0,1.0,16000.0,16525.0
17870.0,1,7.0,100.0,7.0,25000.0,21758.29
20000.0,1,6.0,350.0,2.0,105000.0,102701.2357142857
9000.0,1,6.0,110.0,6.0,42000.0,38174.5
31530.0,1,6.0,350.0,2.0,77616.0,89268.82142857142
34276.0,1,8.0,350.0,2.0,90000.0,83041.2
28154.0,1,4.0,350.0,2.0,86700.0,104760.5
12500.0,1,4.0,200.0,1.0,67000.0,76720.0
50000.0,1,12.0,100.0,6.0,20000.0,18184.000000000004
15000.0,1,3.0,200.0,6.0,78000.0,91714.0
15300.0,1,7.0,350.0,2.0,90000.0,92294.0
22422.0,1,9.0,125.0,5.0,30500.0,23211.0
68917.0,1,16.0,150.0,7.0,6890.0,13701.0
34028.0,1,6.0,125.0,7.0,30000.0,27495.99
15888.0,1,5.0,500.0,2.0,125000.0,108235.31666666668
17904.0,1,6.0,100.0,7.0,23000.0,23362.0
5655.0,1,5.0,200.0,7.0,110000.0,103542.0
23500.0,1,8.0,100.0,6.0,38000.0,27219.93
59500.0,3,5.0,150.0,8.0,32000.0,40207.57
79000.0,1,11.0,125.0,6.0,18000.0,19422.0
46000.0,1,15.0,100.0,6.0,20300.0,12430.34
16646.0,1,3.0,200.0,1.0,98000.0,97725.0
4600.0,1,4.0,400.0,7.0,147700.0,117904.85
15000.0,1,5.0,300.0,9.0,200000.0,196864.89
18000.0,1,6.0,160.0,5.0,65000.0,44884.0
45000.0,1,18.0,350.0,2.0,80000.0,61944.0
35000.0,3,8.0,100.0,6.0,22500.0,27323.98
38755.0,1,8.0,125.0,6.0,22000.0,27064.0
45000.0,1,8.0,125.0,5.0,21400.0,28710.0
39000.0,1,10.0,125.0,8.0,15900.0,24416.41
28725.0,1,4.0,110.0,1.0,31500.0,34748.0
41214.0,1,8.0,150.0,7.0,22000.0,26581.57
35000.0,1,5.0,220.0,7.0,60000.0,63280.0
11000.0,1,7.0,150.0,4.0,73000.0,49893.0
8000.0,1,5.0,750.0,15.0,445600.0,443154.0
45000.0,1,12.0,150.0,7.0,21000.0,17349.82
9868.0,1,5.0,390.0,10.0,180000.0,162715.75
12000.0,1,7.0,150.0,4.0,42000.0,54853.0
10430.0,1,3.0,100.0,7.0,35000.0,38060.0
40000.0,1,9.0,125.0,5.0,34000.0,21190.2
7500.0,1,5.0,150.0,8.0,49000.0,67399.98
5000.0,1,7.0,350.0,2.0,85700.0,105670.0
6168.0,1,5.0,150.0,4.0,41000.0,75560.43333333333
19000.0,2,7.0,500.0,2.0,88000.0,122462.0
10805.0,1,4.0,400.0,7.0,148000.0,140844.0
41090.0,2,4.0,150.0,7.0,36800.0,53953.76
61906.0,1,8.0,125.0,7.0,18000.0,24905.0
67731.0,1,10.0,100.0,6.0,16500.0,19441.0
26000.0,2,9.0,150.0,7.0,29000.0,35092.0
20386.0,1,9.0,100.0,7.0,21000.0,23756.99
70403.0,3,15.0,100.0,6.0,12500.0,26270.8
13000.0,1,6.0,250.0,12.0,180000.0,141372.0
9500.0,1,4.0,400.0,7.0,145000.0,130955.0
10000.0,1,3.0,200.0,10.0,160700.0,146489.25
20000.0,1,7.0,150.0,4.0,72000.0,41365.833333333336
21000.0,1,7.0,220.0,7.0,60000.0,50933.99
3430.0,1,4.0,750.0,15.0,450000.0,459374.0
16880.0,2,2.0,160.0,7.0,70000.0,69338.64
17547.0,1,4.0,220.0,7.0,62000.0,70500.0
3842.0,1,7.0,350.0,2.0,85000.0,117877.0
12700.0,1,7.0,200.0,7.0,45900.0,49466.0
22000.0,1,4.0,110.0,6.0,45000.0,38310.0
4268.0,1,2.0,200.0,7.0,105000.0,116307.0
12434.0,1,6.0,500.0,2.0,118000.0,95158.0
59794.0,1,9.0,150.0,4.0,66000.0,42434.5
22226.0,1,4.0,125.0,6.0,47000.0,39215.333333333336
17564.0,1,2.0,300.0,11.0,149292.0,151410.0
9500.0,1,5.0,150.0,7.0,40085.0,42680.95
17573.0,1,4.0,250.0,10.0,145000.0,146090.0
18374.0,2,5.0,160.0,5.0,57000.0,54420.99
18000.0,1,7.0,110.0,11.0,29000.0,20948.65
35000.0,1,8.0,125.0,6.0,20600.0,25010.996666666666
20000.0,1,4.0,150.0,5.0,65000.0,64131.33333333334
8000.0,1,5.0,200.0,7.0,66800.0,77290.0
29416.0,1,5.0,390.0,10.0,140900.0,143916.66666666666
40700.0,1,5.0,220.0,7.0,50900.0,47265.0
47098.0,1,9.0,223.0,6.0,28000.0,37371.8
8000.0,1,9.0,150.0,4.0,23500.0,34673.0
19318.0,1,5.0,100.0,6.0,34000.0,29429.519047619044
23085.0,1,7.0,390.0,10.0,145000.0,119567.16666666664
11760.0,1,4.0,200.0,7.0,90000.0,87205.19
19500.0,1,6.0,500.0,2.0,165000.0,121536.0
10975.0,1,6.0,125.0,5.0,35000.0,34593.52
21700.0,1,5.0,200.0,7.0,80000.0,94024.58
5300.0,1,6.0,200.0,7.0,100400.0,105214.0
17600.0,1,6.0,390.0,10.0,100000.0,156675.0
24079.0,1,8.0,150.0,7.0,32000.0,39419.095
13000.0,2,10.0,350.0,2.0,73000.0,70699.01
11000.0,1,7.0,535.0,2.0,105000.0,116528.95
4285.0,1,4.0,400.0,7.0,141500.0,124315.14
6000.0,1,9.0,500.0,2.0,93000.0,87681.16
18000.0,1,6.0,390.0,10.0,105000.0,157070.0
21822.0,1,6.0,125.0,5.0,38000.0,33127.0
20241.0,1,6.0,350.0,2.0,95000.0,102210.62857142856
3500.0,1,3.0,500.0,2.0,160000.0,180952.48
26500.0,1,5.0,200.0,7.0,92000.0,85245.0
43750.0,2,13.0,220.0,7.0,20000.0,27949.1
28000.0,2,6.0,223.0,6.0,35000.0,40313.97
2000.0,1,2.0,350.0,2.0,140000.0,151928.0
8010.0,1,4.0,150.0,4.0,62000.0,58315.0
3734.0,1,3.0,350.0,2.0,130000.0,136326.99
28516.0,1,12.0,125.0,5.0,17000.0,17538.333333333332
10589.0,1,11.0,150.0,4.0,33000.0,30377.86
49000.0,2,8.0,150.0,5.0,40000.0,48179.58
7400.0,1,3.0,125.0,5.0,46000.0,52300.0
71000.0,1,9.0,223.0,6.0,57500.0,37757.86
13678.0,1,4.0,150.0,8.0,70000.0,68323.33333333334
7500.0,1,5.0,650.0,12.0,330000.0,498386.33
15091.0,2,7.0,220.0,7.0,45000.0,47453.74999999999
5000.0,1,2.0,650.0,2.0,280000.0,279550.0
18346.0,1,2.0,110.0,7.0,43500.0,44213.56
19000.0,1,4.0,390.0,10.0,177300.0,177853.0
15000.0,1,2.0,200.0,7.0,130000.0,110088.88
26888.0,1,7.0,150.0,7.0,26500.0,48952.995
29030.0,1,4.0,125.0,6.0,38000.0,40695.33333333333
20000.0,1,6.0,220.0,7.0,56500.0,67900.0
17000.0,1,6.0,150.0,7.0,26200.0,48338.54761904762
36000.0,2,6.0,223.0,6.0,50100.0,41438.0
3000.0,1,3.0,220.0,7.0,74000.0,76325.0
12000.0,1,4.0,302.0,9.0,250000.0,229712.8925
61000.0,1,7.0,150.0,7.0,31000.0,32407.22
30000.0,1,5.0,150.0,7.0,42000.0,50356.211904761905
8000.0,1,14.0,223.0,6.0,21800.0,20122.0
20000.0,1,6.0,100.0,6.0,38000.0,30619.5
10000.0,1,10.0,350.0,2.0,72500.0,67148.02
4730.0,1,4.0,160.0,5.0,77600.0,83191.0
27300.0,1,6.0,150.0,5.0,78000.0,53246.3
12580.0,2,11.0,150.0,4.0,23300.0,28830.0
658.0,2,4.0,223.0,6.0,50000.0,88893.5
21466.0,1,10.0,135.0,7.0,25000.0,21066.0
66386.0,1,16.0,150.0,7.0,20000.0,13268.0
23800.0,1,7.0,150.0,5.0,75500.0,43562.0
46182.0,1,8.0,180.0,1.0,28000.0,48717.16666666667
30000.0,1,5.0,300.0,11.0,110000.0,133485.9047619048
22000.0,1,8.0,150.0,5.0,48915.0,35195.0
17407.0,2,9.0,150.0,5.0,46000.0,40156.0
20000.0,1,10.0,150.0,5.0,24000.0,32775.39
30489.0,1,6.0,100.0,6.0,26000.0,27286.65
22000.0,2,8.0,160.0,1.0,28000.0,32269.0
12000.0,1,4.0,125.0,6.0,37000.0,39159.39
18020.0,1,7.0,150.0,7.0,35000.0,39184.97
47000.0,1,13.0,125.0,6.0,13100.0,18932.44
7555.0,1,5.0,410.0,2.0,150000.0,136741.99
27400.0,1,4.0,400.0,7.0,125000.0,109217.0
12944.0,1,7.0,220.0,7.0,55000.0,49523.0
58000.0,1,10.0,150.0,4.0,31000.0,23635.0
16123.0,1,4.0,100.0,6.0,40000.0,41570.119047619046
33755.0,1,7.0,110.0,5.0,25000.0,29428.303333333333
27167.0,1,5.0,150.0,8.0,58000.0,57710.0
16000.0,1,6.0,200.0,7.0,78000.0,88705.33333333334
30687.0,1,14.0,350.0,2.0,75000.0,67420.33333333333
15500.0,1,8.0,500.0,2.0,100000.0,87673.0
18100.0,1,4.0,250.0,4.0,90000.0,111140.0
8975.0,1,7.0,150.0,8.0,40000.0,43540.0
35778.0,1,11.0,100.0,6.0,18000.0,20639.333333333332
18000.0,1,5.0,100.0,6.0,35000.0,30050.0
41000.0,1,8.0,100.0,1.0,25000.0,24074.31333333333
7127.0,1,5.0,220.0,7.0,80000.0,62967.15
15327.0,1,5.0,150.0,7.0,42000.0,53204.0
8000.0,1,4.0,250.0,10.0,160000.0,151088.0
78800.0,1,15.0,100.0,6.0,26000.0,15633.85
45263.0,1,6.0,150.0,8.0,62000.0,44129.0
24000.0,1,7.0,110.0,1.0,26000.0,22694.8
35866.0,1,5.0,160.0,5.0,45000.0,56175.0
13800.0,1,5.0,125.0,6.0,41000.0,41205.0
40323.0,1,7.0,150.0,5.0,40000.0,41062.5
29094.0,1,4.0,125.0,7.0,37000.0,33902.3
30000.0,2,13.0,223.0,6.0,16900.0,24812.41
16920.0,1,5.0,150.0,7.0,30000.0,48699.63333333333
56000.0,1,11.0,125.0,5.0,18000.0,21600.0
66000.0,1,11.0,150.0,6.0,28000.0,19188.0
20931.0,1,11.0,100.0,6.0,23000.0,23652.0
26000.0,1,8.0,125.0,6.0,35000.0,26707.5
8030.0,1,4.0,110.0,4.0,37000.0,48402.0
19000.0,1,5.0,200.0,7.0,90000.0,96025.66666666669
20631.0,1,12.0,350.0,2.0,54000.0,88911.0
24000.0,1,10.0,250.0,5.0,95000.0,79575.46666666667
14779.0,1,4.0,350.0,2.0,105000.0,112566.0
22000.0,1,4.0,750.0,15.0,386000.0,460036.0
19864.0,2,9.0,150.0,6.0,18000.0,30727.0
52000.0,2,16.0,223.0,6.0,13700.0,20828.0
14892.0,1,4.0,100.0,6.0,50000.0,37239.0
30000.0,1,8.0,135.0,7.0,35000.0,26424.0
21000.0,2,6.0,350.0,2.0,92000.0,94604.28968253969
50000.0,1,10.0,160.0,1.0,25700.0,22601.333333333336
39000.0,1,9.0,150.0,4.0,34000.0,30189.0
29324.0,1,7.0,200.0,7.0,41000.0,50854.0
18000.0,1,6.0,125.0,6.0,23000.0,33432.33333333333
5500.0,1,2.0,100.0,6.0,48500.0,51770.69
5600.0,1,4.0,350.0,2.0,133000.0,101835.0
27356.0,1,3.0,350.0,2.0,150000.0,117796.5
40000.0,2,17.0,350.0,2.0,60000.0,57870.0
3000.0,1,3.0,150.0,7.0,74400.0,63598.0
22840.0,1,5.0,150.0,7.0,38000.0,63337.2
13328.0,1,4.0,100.0,6.0,35000.0,36081.38
50000.0,1,7.0,350.0,2.0,97999.0,92370.0
19000.0,1,7.0,250.0,14.0,145000.0,201168.0
50000.0,1,7.0,350.0,2.0,75000.0,92370.0
13829.0,1,5.0,200.0,7.0,100000.0,77619.66666666666
22560.0,1,7.0,100.0,6.0,30000.0,28162.0
18792.0,1,6.0,100.0,6.0,25000.0,35890.0
33186.0,1,5.0,150.0,8.0,55000.0,48081.0
25000.0,1,9.0,100.0,7.0,18000.0,21629.0
33000.0,1,8.0,150.0,5.0,47100.0,41149.46
32969.0,1,5.0,100.0,1.0,23000.0,28698.5
25000.0,1,7.0,223.0,6.0,49000.0,43566.0
